Feature,MI_Score
Contraceptive_Use,0.003701853293156754
Wealth_Index,0.0030736206415242773
contra_decision_maker,0.0021187929431276675
Respondent_Age,0.0015547527352604007
Respondent_Education,0.0011390141560509992
Division,0.0004947911327577437
Residence,0.0
Spousal_Age_Gap,0.0
Parity,0.0
age_at_First_Birth,0.0
Internet_Use,0.0
