Feature,RF_Importance
Division,0.222629174744111
Spousal_Age_Gap,0.1359107440150244
Respondent_Education,0.11682012478271303
Wealth_Index,0.08742095501093079
Respondent_Age,0.08008840798441369
contra_decision_maker,0.07185049083902675
Contraceptive_Use,0.06531966533960804
Parity,0.06064460860018294
Residence,0.05919257002566155
age_at_First_Birth,0.05468560228917318
Internet_Use,0.04543765636915469
