Feature,Chi2_Score
Parity,16.725678181720863
Division,15.070926737836722
Respondent_Education,7.706643664343873
Respondent_Age,5.2210235503870015
Wealth_Index,4.561311318625595
Internet_Use,3.413934614978678
age_at_First_Birth,1.4015999446884135
Spousal_Age_Gap,0.47549912582406173
Contraceptive_Use,0.22239284576631935
Residence,0.14035893605496663
contra_decision_maker,0.0798470034527791
