Feature,Chi2_Score
Parity,20.45467216139931
Respondent_Education,9.283776831192384
Respondent_Age,8.668529753945382
Spousal_Age_Gap,1.6490280259204422
Internet_Use,0.9617715507773668
age_at_First_Birth,0.5936073846127584
Division,0.3918852493001128
Contraceptive_Use,0.2115282085178334
contra_decision_maker,0.16489082337372998
Wealth_Index,0.020284030418727783
Residence,0.005645795049608083
