Feature,MI_Score
Spousal_Age_Gap,0.005064953132832617
Residence,0.004388365379084158
Respondent_Age,0.003708776451974982
age_at_First_Birth,0.003025868053833314
contra_decision_maker,0.0020312846217049874
Parity,0.0014612189004967746
Respondent_Education,0.0008381169478870465
Division,0.0
Wealth_Index,0.0
Internet_Use,0.0
Contraceptive_Use,0.0
