V005,V012,V021,V023,V025,V106,V190,V201,V212,V312,V511,V632,V701,V730,Respondent's Current Age,age_dif,age_dif_cat,Teenage Pregnancy (Age at 1st Birth),Contraceptive Use,contra_decision3,Total Number of Children,Wealth Index
0.06262387,-0.2585894,0.276989,-0.10146029,-0.030515848,-0.07294282,0.08120894,0.062150348,-0.540255,-0.47501934,-4.8854065,0.08218332,-0.49719247,-0.362176,0.124830864,-0.34532782,0.04682205,0.06160082,0.20719345,-0.87299246,-0.26001355,0.039349113
-0.64882416,0.2771536,-0.2099101,0.069284365,-0.098494574,-0.06155953,-0.19565511,-0.06965359,0.4840202,-0.468898,-4.692495,0.017384822,-0.44038054,-0.26043886,-0.31275618,-0.43023968,-0.021941459,-0.74508095,0.21375492,-0.86487377,-0.23079056,-0.041443434
-0.35159597,-0.9355205,-0.17549646,-0.13246259,-0.03892677,-0.14829873,0.07772884,0.048097376,-0.45736948,0.12095611,-0.0709469,-0.03588171,-0.5755281,-0.2005168,0.25446418,0.043796152,-0.5617338,0.14701234,-1.0951751,-0.013412849,-0.50028837,0.04908473
-0.23904282,0.2689468,0.06503411,-0.12090839,-0.026003217,0.05266006,0.08280812,-0.05331411,-0.2801942,-0.49759072,-4.979122,0.035683304,-0.48394743,-0.25029013,-0.31357777,-0.36343834,0.02543173,0.11390059,0.21582274,-0.8467876,-0.28325498,0.018433418
-0.16841799,0.43478435,-0.123784244,0.05954646,0.14171809,-0.2843204,-0.15609892,-0.002664173,0.5288781,-1.2282877,-0.032620147,-0.05880477,-0.64825517,0.39070597,-0.3539567,-0.16710106,-0.50143605,-0.8923068,0.16359775,-0.06091713,-0.58669764,-0.0155543275
-0.035505667,0.3356389,-0.20878433,0.07049043,0.0347,-0.0018116601,-0.0055422895,-0.06497588,-0.394347,-0.7196023,0.15606245,0.17687762,-0.36816728,-0.19886316,-0.5157775,-0.23481327,0.0803256,0.11842289,0.37821412,-0.41567022,-0.3996627,0.023961794
-0.079839535,-1.258882,0.23184858,-0.24809125,-0.042749763,0.02672154,0.044659935,0.040734112,-0.5972951,-0.7530435,0.5462323,0.24662443,-0.38283572,-0.2894847,0.3567039,-0.24238308,0.13946171,-1.0255483,0.38102755,-0.24443968,0.14654431,0.01716832
-0.21221215,0.32847503,-0.048680853,0.09439235,0.017950568,-0.062392853,0.07013442,-0.02619928,0.5421189,-0.51288027,-4.938457,0.028390437,-0.4660105,-0.28809857,-0.3507796,-0.40068525,0.014621269,-0.6738474,0.21914075,-0.8546883,-0.3045936,-0.049878977
-0.105637744,-0.8689665,0.06260085,-0.1382446,-0.031353764,0.06432328,0.041321464,0.018886244,-0.4937191,-0.501944,-5.0504546,0.07069373,-0.49280065,-0.29305878,0.23251773,-0.34075525,0.019833816,0.15161316,0.22664855,-0.8228961,-0.27141225,0.023279916
-0.14638683,-0.19720715,-0.027836058,0.07766541,0.051324427,-0.08425933,-0.10615971,-0.06299809,-0.11872977,-0.457059,-5.0557637,0.0287848,-0.41273052,-0.30252844,0.09735962,-0.44236553,0.04620458,0.0989193,0.21826932,-0.8589641,-0.22983858,-0.06423429
-0.18538389,-0.9094736,-0.23076299,0.04417277,-0.028169066,-0.10231594,0.012396639,0.0411937,-0.22587541,-0.4876775,-5.0129995,0.051387746,-0.49640194,-0.29870743,0.20803641,-0.3571071,-0.017533947,0.106942385,0.24042207,-0.8618891,-0.2668914,-0.06063671
-0.20138095,-0.10704911,-0.26445356,0.0056206416,-0.031022081,0.081281394,-0.059433363,-0.04523786,-0.25013942,-0.49461105,-4.927806,-0.16746324,-0.4356525,-0.26873177,-0.29032883,-0.3885923,-0.0058239126,0.1280529,0.22122934,-0.9216662,-0.2687631,0.020185875
0.059695084,-0.015629992,0.23868878,-0.19448861,-0.03365215,-0.20720653,0.09528429,0.19318038,-0.31766644,-0.62361133,-0.22339821,-0.04961578,-0.36454213,-0.12890477,0.20126905,-0.093926154,-0.2726571,0.17478679,0.26962402,-0.04109018,-0.30795467,0.01359923
0.010776304,0.017880363,0.00019119069,-0.4155965,-0.037175886,0.07476522,0.08735466,-0.042877514,0.6811363,0.30635515,0.16061436,-0.030479442,-0.48695773,-0.08625014,0.26506394,-0.024991445,-0.35032418,-0.99571747,-0.94705147,-0.02893392,-0.41331756,0.021437444
-0.16732383,0.35548648,0.22305135,-0.09084111,-0.035563704,0.108426906,0.027686598,-0.028955521,0.6389522,0.17898114,0.022386255,-0.023225507,-0.3340176,0.29608005,-0.5746636,-0.021448972,-0.3217728,-1.09221,-0.90949905,0.0057507134,-0.34334457,0.011708232
-0.01784219,-0.019953316,-0.06477315,0.012190635,0.026448606,0.047126006,-0.0039668693,0.0884937,0.4413696,-0.4632367,-5.211422,0.04133863,-0.4931156,-0.2649328,0.15386917,-0.377434,0.07872453,-0.6367805,0.21308796,-0.8818325,-0.1654494,0.03821116
0.058156796,-0.062411573,0.10626857,-0.11286615,-0.031856354,-0.08566922,-0.07075035,-0.04758921,-0.2209265,-0.52501273,-5.1003656,0.06599501,-0.49561882,-0.32553646,0.14128847,-0.33525184,0.06588883,0.11059448,0.22373664,-0.84836096,-0.28589642,0.036739133
-0.015539781,-0.1034605,0.16918816,0.10680376,-0.039799117,-0.22504485,0.035915248,-0.12583682,-0.28551698,0.051890135,-0.1282917,-0.019162426,-0.37458184,-0.2645157,0.12979981,-0.2381163,-0.6090613,0.09641707,-1.1389425,-0.04952576,-0.4302103,0.04098694
-0.12121832,0.2880331,-0.11405033,0.030449035,-0.029341308,0.07575491,-0.018379383,-0.038607046,-0.1252904,-0.5077065,-5.01052,0.02488588,-0.5087639,-0.21644467,-0.31030062,-0.36574084,0.029484224,0.13013853,0.22732197,-0.88793665,-0.25347388,0.019844392
0.20231982,-0.2789821,-0.36132616,-0.12033538,0.07424321,-0.16750063,-0.27105072,0.14211954,-0.14783774,-0.8014795,-0.23046084,-0.14779198,-0.38776052,-0.027003735,0.31779358,0.00292104,-0.35660434,0.1353962,0.3268321,-0.09414944,-0.37336603,-0.060841765
-0.052018434,-0.0011248236,-0.28860942,0.081643976,-0.105626345,-0.45009798,0.10299876,-0.07059967,0.7237256,0.07153508,0.027826896,-0.036604557,-0.7300021,-0.07511346,0.19814199,-0.013988132,-0.43965977,-0.97894233,-1.0315849,-0.060588945,-0.4534502,-0.08749839
-0.034989737,-0.032966945,-0.18786423,-0.14562553,-0.11102953,-0.3742042,0.044449765,-0.054859497,0.7393244,0.114208706,0.2727787,-0.021662828,-0.7501837,-0.0895206,0.22707877,-0.04645896,-0.5676321,-0.99249804,-0.94970715,-0.04417394,-0.50478995,0.03305915
0.005961261,-0.14988263,0.24617231,-0.11469601,-0.03545027,0.17861523,0.25504094,-0.022636496,-0.17257972,0.42992002,-0.25958762,-0.026251938,-0.3773443,-0.106707096,0.17071669,-0.023668816,-0.50860673,0.15849194,-1.0333958,0.023563374,-0.28282174,0.01929532
-0.31611207,-0.28407732,-0.05493801,0.06229319,0.08278324,-0.07996234,-0.1147101,0.11144805,-0.13266163,-0.7915047,0.077284254,-0.16750476,-0.39059496,-0.036927287,0.09808416,0.020421797,-0.4865722,-0.86770225,0.3000142,-0.02065384,0.40449288,-0.058437627
-0.109370045,0.003098014,-0.12752819,0.0641447,-0.042371005,0.056294627,0.04912159,-0.10213763,-0.3588963,0.15423256,0.07459722,-0.33744276,-0.3388181,-0.20178936,0.2469714,0.03120395,-0.41621736,0.10191182,-1.0059161,-0.11355391,-0.4397557,0.04044647
-0.40852633,0.35256287,-0.16777718,0.107363865,-0.019953394,-0.048468146,-0.017727256,-0.026023213,0.4613419,-0.49789944,-4.799508,0.025841907,-0.49973395,-0.26288074,-0.34933522,-0.40173107,-0.014799198,-0.7935208,0.21125498,-0.92807776,-0.19818176,0.01334854
-0.6215268,-0.30412352,-0.016058503,0.106330626,-0.035060983,-0.04359514,0.079691574,0.0855757,0.7056925,0.09440465,0.26579756,-0.05202913,-0.31210685,-0.14963222,0.12236262,0.15504153,-0.45902342,-1.0748124,-1.0803035,0.047932833,-0.34384784,-0.1892383
0.12209284,0.2977093,0.03262253,-0.10717033,0.0022289385,0.07848003,-0.039215196,-0.024765043,-0.12675044,-0.50181097,-5.099134,0.040296238,-0.5208848,-0.23251727,-0.29419595,-0.3845811,0.05173058,0.100054905,0.21806121,-0.89645505,-0.2146262,0.008995183
-0.36435786,0.27735662,0.3107499,-0.29018643,-0.03930195,-0.025334502,0.03831298,-0.10761603,0.9973851,0.1712731,0.023978146,-0.02132364,-0.4364114,0.0359434,-0.5036902,-0.0057155387,-0.57847476,-1.0047228,-0.90524876,0.040380854,-0.41139582,0.031746916
0.08286025,0.24401687,0.05688142,0.12825349,-0.04719389,0.046556346,0.012584265,-0.025961617,-0.26947653,0.2928065,-0.22115497,-0.29985663,-0.36701772,0.06879649,-0.43374428,0.021318533,-0.46572354,0.07111222,-1.0790399,-0.06390259,-0.5249401,0.029210713
0.16320536,0.25385877,-0.004195286,-0.051286843,0.03204349,-0.18821982,-0.18989478,0.008463585,0.688535,-0.45628372,-4.921702,0.036558293,-0.3459476,-0.24878995,-0.30289382,-0.45519763,0.027545929,-0.62312037,0.2001156,-0.8196749,-0.17899567,-0.026011925
-0.36694512,0.2791748,0.044610884,-0.14803904,-0.037814923,0.02592902,0.21329524,-0.13245462,-0.6020099,0.36623293,-0.20280679,-0.31630278,-0.4279648,0.058072485,-0.43553627,-0.017549403,-0.4657145,0.14301887,-1.0345854,-0.09738981,-0.55081546,0.009544973
-0.09744833,-0.120793,-0.2332838,-0.10855567,-0.19853054,-0.4679039,-0.53048474,0.05341546,0.66724575,0.051128212,-0.3353424,-0.051846024,-0.45671713,-0.07229586,0.12759215,-0.25358617,0.23717372,-1.022583,-0.89117163,-0.058578495,-0.46537438,-0.16021666
-0.26889405,0.32178047,0.5656739,-0.21394522,-0.026193757,0.024653414,0.0002445178,-0.6363549,-0.37779438,-0.8726687,-0.09350631,-0.13062541,-0.60521305,-0.0201662,-0.43995515,-0.30904922,-0.12494032,0.09702373,0.30441958,-0.00034512964,-0.48455414,0.013709
-0.80832183,-1.1055256,-0.32245624,0.07777183,0.017365418,-0.14713426,-0.17634313,0.042894587,-0.33302882,-0.880154,-0.20700131,-0.17665419,-0.54701865,-0.1339046,0.2942978,-0.16473812,-0.5697798,-1.1160659,0.2571599,-0.058567047,0.3482877,0.0216176
-0.079183735,-0.22514547,0.23119605,-0.16045076,-0.036808934,0.13939756,0.003496526,-0.15469618,-0.25142702,0.07040212,-0.32661533,-0.060879413,-0.41878024,-0.11742996,0.16345708,0.05852593,-0.37804022,0.099013,-1.0808787,-0.06396842,-0.53902256,0.039744847
-0.12359678,-0.19245298,-0.20346801,0.11206286,0.027996616,0.069884926,-0.13293295,0.078703485,-0.011855319,-0.43017626,-5.0408707,0.03604918,-0.48942402,-0.26459783,0.10152762,-0.44439387,0.049798395,0.1258308,0.22421588,-0.8561937,-0.20868284,-0.06673857
-0.10241888,-0.9783367,0.10998974,-0.13802421,-0.027680486,-0.08491499,-0.016645951,0.039620783,-0.06631414,-0.50132346,-4.6022205,0.055019017,-0.5024894,-0.40613228,0.23053697,-0.2844276,0.035403244,-0.64668226,0.22671032,-0.8705345,0.29941884,0.010431768
-0.113665454,0.26974228,-0.15278324,-0.45511803,-0.035416536,0.10375813,0.028802214,-0.04378853,-0.22081009,0.3129558,-0.25668404,-0.036805034,-0.35990232,-0.0824596,-0.3940434,-0.21829927,-0.6114908,0.14438523,-1.0114511,-0.04452975,-0.3158277,0.009091916
-0.5663496,-0.06315384,-0.20719497,0.027095864,-0.3348077,-0.2470671,-0.12619169,0.037748516,-0.15374942,-0.42925844,-4.729054,0.05249849,-0.27417853,-0.31072974,0.14687906,-0.39736435,-0.046864975,-0.7143426,0.20948729,-0.87071717,-0.20404632,-0.050299432
0.16419338,-0.9975349,-0.03501988,0.09144496,0.03909371,0.037941895,-0.0017024546,0.032230556,-0.12824368,-0.4514568,-4.6939855,0.028610501,-0.51777786,-0.37498397,0.26691064,-0.27610382,0.022876397,-0.6330074,0.22854012,-0.8720373,0.28949952,0.014981685
0.56117535,-0.505927,0.6347493,-0.07448455,-0.1227191,-0.090035796,-0.39451164,0.020843424,-0.06952161,0.50327647,0.26612112,-0.02484768,-0.37293905,-0.07141923,0.208663,-0.03821937,-0.4575517,-0.9002367,-1.0963862,-0.07596254,0.15233487,-0.049824327
0.15940124,0.018184222,-0.049044352,-0.124310724,0.021276424,-0.0882321,-0.0379952,-0.11861129,-0.24570318,0.30178913,-0.3316498,-0.024560569,-0.4015921,-0.047006726,0.13054372,0.03965247,-0.5499561,0.08201592,-1.0353396,-0.007291771,-0.48602295,0.013466145
-0.23010403,0.18446252,-0.28324664,0.087646276,0.081893325,-0.15672374,-0.1605498,-0.040691692,-0.52646035,0.1046628,-0.001285846,-0.28236485,-0.38446334,0.1346887,-0.3355232,0.011337065,-0.40537322,0.12703781,-0.92934304,0.013815889,-0.47221228,-0.08310217
0.28409,0.29544196,0.20521435,-0.16239029,-0.033334218,0.091079324,-0.029849855,-0.043773964,-0.14666949,-1.0012811,-0.44990683,-0.04059147,-0.42805505,0.044514105,-0.39827794,-0.05576633,-0.5516994,0.1640695,0.2739006,-0.003790622,-0.24880548,0.020164583
-0.32476547,-0.4322392,-0.14231735,0.08274987,-0.09125936,-0.22206184,-0.22361948,-0.058854815,-0.5776798,-0.5748283,-4.427282,0.03226353,-0.41069624,-0.36078727,0.19140153,-0.37828752,0.008523596,0.040694896,0.21746829,-0.854291,-0.26657432,-0.057367224
-0.08521532,-0.0373598,0.384582,-0.18936211,-0.025505576,-0.029869124,-0.05969442,-0.08363718,0.7792126,-0.48207185,-5.1367784,0.035836987,-0.4929713,-0.32218915,0.115115926,-0.41977078,0.0650465,-0.7169413,0.20881279,-0.8677433,-0.23600106,0.015504106
-0.19201814,-0.18337566,-0.0263511,0.041186985,-0.019793108,0.06563532,-0.02398004,-0.03349975,-0.4981916,-0.5182391,-4.828934,-0.18315242,-0.4754612,-0.30222002,-0.30184674,-0.40119517,-0.023026502,0.031603646,0.2157976,-0.8964595,-0.2958077,-0.049332473
-0.14749871,-0.10696317,-0.30060738,0.10620031,0.017298074,0.07916928,-0.005031548,-0.050015226,-0.04884225,-0.5013747,-5.172349,0.032998793,-0.5502774,-0.26933292,0.13302864,-0.37603316,0.04285429,0.12443162,0.23360637,-0.8498088,-0.30662793,0.014835273
-0.10822183,-0.13648352,0.6030165,0.17217539,-0.041833125,-0.07386488,0.050335873,-0.12369113,-0.76619524,0.082810976,0.023814075,-0.0067124413,-0.38135675,-0.21179682,0.13571301,-0.02997413,-0.5148203,-0.03585742,-1.0888907,-0.03464805,-0.4524918,0.06664479
0.14006205,0.062048625,0.12819415,-0.07766813,0.018228196,-0.11523371,0.027890302,-0.11189388,-0.6714149,-0.81668526,0.36095288,-0.1599008,-0.31488898,-0.014476169,0.19370468,-0.07280121,-0.5152158,0.11807242,0.23931323,-0.060749255,-0.4509259,0.02059711
-0.059546474,0.2765853,-0.06291988,0.040128935,-0.029287681,0.06582255,-0.007204758,-0.06627439,-0.506552,-0.5045475,-5.049303,0.026113806,-0.5355328,-0.23764461,-0.31173995,-0.36723772,0.018275369,0.12435796,0.22498849,-0.8853942,-0.31194696,0.016545795
0.21692152,0.29622334,-0.18349358,0.10907222,0.024288524,0.041713174,0.06871813,-0.09315107,-0.10994182,-0.67276186,0.15743034,0.18704018,-0.38974974,-0.10892792,-0.48329318,-0.23925641,0.07182613,0.12712632,0.4019823,-0.19600956,-0.3440522,-0.017132489
-0.0074275243,-0.52324885,-0.046277087,0.14794429,-0.029669058,0.118254244,0.053007986,-0.10743669,-0.022399645,-0.83494735,0.10445406,-0.12056286,-0.42874303,-0.14144659,0.27515253,0.018077869,-0.36584657,0.1954253,0.31633115,-0.089239925,-0.4741768,0.019060412
-0.44113907,-0.4028042,-0.14304765,0.07761606,-0.039837196,-0.1321492,0.079141475,0.08073515,-0.73462397,0.12911215,0.00154951,-0.027013784,-0.38956034,-0.20876741,0.35078907,-0.067253396,-0.42283022,0.0712817,-1.044846,0.029609444,-0.45131987,0.05922826
-0.4311116,0.28190696,-0.086184554,0.06848429,0.016641242,0.05308433,-0.11863757,-0.71158004,-0.22356865,-0.6322651,-2.1431296,-0.051818203,-0.36536592,0.9606645,-0.30493245,0.47394648,-0.34820762,0.115485184,0.30038816,0.80180156,-0.3056604,-0.009507043
0.15585339,-0.18319821,0.008975199,0.07552463,0.017484106,0.14905144,-0.033046477,-0.030457325,-0.22314154,0.32062238,0.06405131,-0.29309252,-0.40755984,-0.22392547,0.15853904,-0.17972401,-0.44898877,0.11587651,-1.0616304,-0.008508824,-0.3281802,0.022792706
-0.13170744,-0.6971617,0.00028060758,0.088198975,-0.043528922,-0.16132414,0.043773312,0.013645908,-0.39611813,0.41291577,-0.21461512,-0.020484611,-0.3529408,-0.04722903,0.21373132,-0.24836035,-0.5684592,0.112011075,-1.1271222,-0.044077642,-0.5145179,0.020568797
-0.32276225,0.35341072,-0.22127752,0.037001066,-0.04315295,0.1627789,0.014264762,-0.05861461,-0.38104898,-1.0758628,-0.1656715,-0.02855567,-0.27029526,-0.0076093567,-0.3213702,0.03545411,-0.34216353,0.22660089,0.27005336,-0.003178658,-0.2686667,0.002381058
-0.019620357,0.4045776,-0.01272796,-0.43730074,-0.041735563,0.050383706,0.043634545,-0.025521923,0.54877496,0.11191764,0.19086781,-0.29929695,-0.5173675,0.14336056,-0.58171403,0.007166217,-0.46721107,-1.0973151,-0.92219377,-0.07989132,-0.37326765,0.030490499
0.13437979,-0.03530478,0.1951097,-0.14813048,-0.026791286,0.03558682,0.043664012,-0.046182815,0.46348196,-0.49571225,-4.982643,0.09587283,-0.49080735,-0.30360344,0.19719048,-0.3523017,0.009945136,-0.7486281,0.21316843,-0.8859318,-0.23496892,0.013389038
-0.34914148,-1.1181954,-0.89281493,0.09960317,0.013138727,-0.11174617,-0.0015147789,-0.039418027,-0.39663947,-0.87622416,0.11677383,-0.15904717,-0.35699713,-0.20647855,0.26287997,-0.00633003,-0.5145455,-1.0797182,0.32388398,-0.16708104,-0.11126359,0.021096155
-0.16681542,0.31222957,-0.020763658,0.09613971,-0.040436443,-0.04691734,0.03875332,-0.112858355,-0.28908932,0.15059748,-0.31200993,-0.01583532,-0.35298702,0.002099058,-0.42642608,-0.035123635,-0.52563286,0.0994518,-1.0558915,-0.052834734,-0.44504958,0.017676596
0.11425018,0.29708344,-0.17172675,0.10635368,-0.041447323,0.09031893,0.15114018,-0.03925702,0.69766384,0.3114631,0.038964752,-0.017895104,-0.41358614,-0.016692424,-0.45766047,-0.19049917,-0.5897672,-1.0384116,-0.916784,-0.03089884,-0.33932915,-0.024852658
0.07542668,-0.39509267,0.097160876,-0.24829383,-0.030812833,0.06074971,-0.012133319,0.07515615,0.4729566,-0.4786118,-4.9518633,0.15287016,-0.50684804,-0.33193555,0.19947548,-0.37162042,0.064534664,-0.6935961,0.2118832,-0.87207896,-0.21988028,0.04052907
-0.2501559,0.3101231,0.07774156,-0.06153035,-0.024251634,0.041875664,-0.013573406,0.08057311,-0.35756025,-0.8942239,-0.2281341,-0.12300351,-0.46965453,0.34088358,-0.53312564,0.22354522,-0.37155122,0.16248861,0.29651228,-0.05715459,-0.33210656,-0.014034318
-0.04593857,-1.0014248,-0.05440719,-0.2690855,0.034042437,-0.071401045,0.055190545,0.04988393,-0.51933277,-0.81659687,0.07026244,-0.12049623,-0.4257971,-0.21296057,0.26760626,0.061925773,-0.4739751,-0.94067127,0.29741058,-0.7180248,0.21599261,0.013558779
0.08455326,0.31581497,-0.34738114,0.11480507,-0.25730985,-0.1256725,-0.3165087,-0.0336902,-0.45533836,-0.64254117,0.1819633,0.1999256,-0.3494285,-0.13805848,-0.35167617,-0.20378432,0.12322578,0.12971464,0.40029997,-0.33887765,-0.5151974,-0.03125282
-0.07781906,0.34885353,-0.17671597,-0.029547546,0.07202239,-0.21157865,0.02543053,-0.06236963,-0.31076366,-1.0075676,-0.14809486,-0.032628648,-0.65624106,0.410864,-0.3139988,0.0011457304,-0.2768571,0.138478,0.25509933,-0.06725692,-0.28341,-0.018988075
0.08148833,0.37658733,0.5153776,-0.2912991,-0.17263903,0.047889277,-0.38077736,-0.103473075,0.6052349,-0.7865276,-0.10226041,-0.123194315,-0.47876382,0.15959929,-0.48035276,-0.0521984,-0.47764435,-0.96115035,0.21272658,-0.04150873,-0.42621428,-0.011092804
-0.33193666,0.3962822,-0.14593385,0.03900187,-0.19895215,0.0966453,-0.2743513,-0.08223192,0.5799546,0.13500369,-0.07585694,-0.057692416,-0.5767889,0.1489535,-0.46559957,0.07100679,-0.50192237,-1.0766467,-0.836829,0.037016336,-0.4563617,-0.074335374
-0.9785457,0.35642788,-0.0070271445,0.101030275,0.01558373,0.061067455,-0.04941232,-0.036806133,-0.4306521,0.3440106,-0.12378388,-0.031619433,-0.5576831,-0.11237104,-0.39483953,-0.0015087745,-0.44304052,0.11428558,-0.9952739,0.03083975,-0.37673283,0.016922068
0.039415054,-0.010097861,-0.075074255,-0.07138738,-0.045915384,0.15180406,0.19639865,-0.064168245,-0.5210942,0.1581828,0.07399807,0.032595098,-0.37779042,-0.189337,0.21351562,-0.05351811,-0.43280765,0.13889463,-1.1417197,-0.8371149,-0.2962104,0.031111794
0.032313902,-0.44919878,-0.11658609,-0.22045432,0.05364355,-0.49038878,-0.32298428,0.058539685,0.5414519,0.047842108,0.17442013,-0.07835988,-0.43288824,-0.14663576,0.297398,-0.12068039,-0.49839085,-1.0239695,-0.9932168,0.008319164,-0.4279734,-0.13890244
-0.063596666,0.3092061,0.0106417425,-0.18876694,0.0020702272,-0.065095395,-0.058559086,-0.021451117,0.4996986,-0.49238572,-4.913235,0.05183371,-0.48651877,-0.27629945,-0.33499792,-0.3812847,0.06337527,-0.70109266,0.21077493,-0.8759053,-0.3010298,0.012654058
-0.121316016,-1.1183413,-0.14139514,-0.14185898,0.09544409,-0.07341271,0.05227572,0.024630643,-0.24842563,0.39663708,0.09375534,-0.021984473,-0.45009872,-0.41067454,0.25031573,0.097202905,-0.55008245,-0.9298554,-1.0640653,-0.036207557,0.10583345,-0.04627045
-0.23089124,-0.15377147,-0.04929937,0.12536529,-0.036939245,-0.10698752,0.031302016,-0.15677889,-0.31235805,0.030493068,-0.28656834,-0.014213898,-0.41513819,-0.1494563,0.12243059,-0.07330598,-0.45690393,0.09580991,-1.1242591,-0.029535307,-0.452515,0.03263293
-0.10791043,0.26527908,0.0038880766,0.057412285,0.027824044,-0.13983716,0.028201645,-0.13974549,-0.4412322,0.12826014,-0.16622157,-0.035887007,-0.30738312,-0.06301499,-0.33197147,-0.04613864,-0.47314218,0.100167006,-1.1950995,-0.05520706,-0.46391386,-0.07987862
0.11722137,-0.28512818,-0.40844962,0.11955278,-0.038008243,0.10635686,-0.08303095,0.11933653,0.67573136,0.028682403,-0.08159794,-0.037289895,-0.39998007,-0.161843,0.14280769,-0.17939691,-0.6091737,-1.0760456,-0.97034794,0.017307704,-0.39421698,0.051560853
-0.042386092,-0.050312903,0.00026113042,-0.12692712,0.02613028,-0.086130016,-0.025688754,-0.099569,-0.5050289,-0.48748264,-5.204341,0.057188544,-0.524801,-0.29180646,0.11617059,-0.35497308,0.07325424,0.076907046,0.22330861,-0.8288217,-0.24016096,0.023846878
0.09362023,0.030047046,0.3541789,-0.12952326,-0.036275283,0.078733206,0.14261894,-0.103694916,-0.39477974,0.23886482,0.24365687,-0.09979419,-0.4069994,-0.022577314,0.21824537,0.06718731,-0.3897303,0.080060326,-1.1587424,-0.71536267,-0.5171389,0.017065706
0.108331,-0.11276757,0.06971204,0.06990047,-0.14971466,-0.3124244,0.094938286,-0.06420327,-0.043031722,-0.87976956,0.107194394,-0.14695399,-0.5298288,0.59235203,0.23334733,0.059498925,-0.30776423,0.15322062,0.2986629,-0.07037296,-0.39217085,-0.028174462
-0.3841137,-0.1351027,-0.40352604,0.09955392,-0.04088072,-0.11506908,0.056117587,-0.14215098,-0.117610514,0.42920142,-0.18116364,-0.018008105,-0.5772836,-0.06431253,0.097338855,-0.057775024,-0.5259656,0.1166412,-1.0585326,-0.03727911,-0.4902692,0.024554282
0.0399593,-0.57029855,0.056014225,-0.28288975,-0.030665746,-0.103054665,-0.0027319754,0.0240725,-0.47999877,-0.5020709,-5.0069456,0.16589807,-0.50816476,-0.3302547,0.21518466,-0.32241932,0.053732056,0.10846957,0.2246132,-0.8274774,-0.28094587,-0.0057742316
0.08381266,0.23483354,-0.19966346,0.1268507,-0.24197672,-0.39414862,-0.39102197,-0.029763414,0.73680127,0.041188516,-0.18667977,-0.26194277,-0.7894197,0.043959346,-0.3664202,-0.020022988,-0.49379188,-0.9946456,-0.88578814,-0.016502472,-0.4924497,-0.06849677
0.14684452,-0.14407104,-0.1564065,0.13262326,-0.2002194,-0.20917855,-0.44024298,-0.15539776,-0.45625702,-0.81068844,-0.06625372,-0.15023732,-0.27555764,-0.05917894,0.076340795,-0.018364072,-0.6313921,0.15371642,0.30528274,-0.10888119,-0.4861885,-0.07507384
0.12584014,0.30374664,-0.42861632,0.10292631,0.0124787055,0.0690726,0.020764247,-0.03741598,-0.3117319,-0.48651245,-5.0576386,0.0345602,-0.5348349,-0.2657165,-0.27697864,-0.40817487,0.03941806,0.12380564,0.23600017,-0.84814256,-0.25774103,-0.026998004
-0.02151604,-0.045622855,-0.10663225,-0.07561399,-0.044852182,0.033508793,0.20201646,-0.03560154,-0.50115716,0.27788866,0.110658474,-0.11798079,-0.3843442,-0.088355124,0.21785483,0.069643095,-0.45733535,0.1618282,-1.1850398,-0.89198977,-0.36629063,0.014961733
0.23387486,-0.3811917,-0.17867373,0.13198209,0.0842448,0.17905384,-0.24797297,0.103184834,-0.34039646,-0.81305134,-0.058031972,-0.35544124,-0.42375216,-0.06056513,0.2846473,0.0037536465,-0.5476052,0.107840076,0.27469495,-0.08708949,-0.38409752,-0.024230428
0.0791435,0.32508826,-0.08725155,0.123342395,-0.015798492,0.06477236,0.08680004,-0.30002972,-0.1444341,-0.8154421,0.32241294,-0.04480302,-0.3740659,0.2649603,-0.48856208,-0.012927569,-0.45284,0.14540105,0.34983233,-0.7297715,-0.36117393,0.003954561
0.07188231,-0.043815352,0.111380726,-0.07146698,0.070854075,0.15484065,-0.33029115,-0.057656124,-0.6634511,-0.78863925,0.0047668866,-0.1300101,-0.42230558,-0.08204273,0.1743449,-0.057344332,-0.470605,0.043277614,0.25199088,-0.014140082,-0.35946625,-0.03693707
-0.17895438,0.22970498,-0.25320196,0.054823283,-0.03240361,-0.15269615,0.113382,-0.03423386,-0.44157144,0.39549115,-0.34975383,-0.0179378,-0.47203374,0.24085855,-0.3420635,-0.06186131,-0.35388598,0.12177463,-1.0828397,0.033500314,-0.20851305,-0.0035552126
-0.15618181,0.25884122,-0.08070755,0.091133885,0.04271984,-0.053039618,-0.09245335,-0.050254263,-0.5415958,-0.43919522,-4.753983,0.024726372,-0.42132774,-0.34671953,-0.2652806,-0.38451728,0.008347271,0.010859036,0.21477099,-0.86072236,-0.25432163,-0.044563264
-0.3179139,0.3117752,-0.036599,0.0942121,0.063767426,0.24278821,-0.2403623,0.044595104,-0.42545012,-0.74906164,0.09450828,-0.0975696,-0.25284386,0.1677989,-0.38386577,-0.10512856,-0.4365594,0.16097356,0.30338365,-0.09331442,-0.4508225,-0.027920878
0.008710757,-0.11128228,0.05669994,-0.3040981,-0.1129395,-0.061599877,-0.26373836,-0.07189096,0.4815698,-0.4658216,-4.7214627,0.04956805,-0.41817173,-0.2530384,0.10513914,-0.3970446,0.03851087,-0.6690841,0.20770949,-0.850912,-0.21217056,-0.051131956
