Feature,MI_Score
Parity,0.00332892310858357
Respondent_Age,0.002418145680908479
Contraceptive_Use,0.0015139102128087778
Residence,0.0007675192946350329
Division,0.0
Respondent_Education,0.0
age_at_First_Birth,0.0
Spousal_Age_Gap,0.0
Wealth_Index,0.0
Internet_Use,0.0
contra_decision_maker,0.0
