Feature,RF_Importance
Division,0.23223937014070312
Spousal_Age_Gap,0.13090266019120425
Respondent_Education,0.11295499145970692
Wealth_Index,0.0952513461592768
contra_decision_maker,0.07704508350374945
Respondent_Age,0.0734980116156464
Parity,0.06364450487728404
Residence,0.058567130776957785
Contraceptive_Use,0.057475120010676964
age_at_First_Birth,0.05378760894940328
Internet_Use,0.044634172315391
