V005,V012,V021,V023,V024,V025,V106,V190,V201,V212,V312,V511,V632,V701,V730,Respondent's Current Age,age_dif,age_dif_cat,Teenage Pregnancy (Age at 1st Birth),Contraceptive Use,contra_decision3
0.016734948,0.3015329,-0.16238867,-0.1409526,-0.16598119,-0.0618935,0.1787552,0.019537557,-0.0540959,-0.30962726,-0.8674423,-0.24504058,-0.095219515,-0.3580755,0.23870908,-0.8686538,-0.06771752,-0.36689958,0.13653247,0.2539182,-0.12616603
-0.04027592,0.43355757,-0.06360828,0.022475017,0.014493116,-0.03075896,0.299712,0.051803086,-0.14054708,-0.24113962,0.35501704,-0.34018737,-0.1114137,-0.36239618,0.24227509,-0.7556014,-0.017494114,-0.40597698,0.15491723,-0.9605761,-0.0049512824
-0.45588505,-0.30753022,-0.10989248,0.02062687,-0.15981276,0.0765475,-0.4023983,-0.4349855,0.061083216,0.55309325,0.23788893,0.23410317,-0.014207803,-0.94211626,-0.13821207,0.036648676,-0.35994184,0.0040225126,-1.1408037,-0.77403253,-0.2868715
-0.026300717,-1.0202693,-0.14031103,0.0034435834,-0.11548942,-0.12075572,-0.19034573,0.15485331,0.079891525,0.38996604,-0.9339245,0.41634363,-0.024577618,-0.5165102,-0.23135698,0.4294705,-0.12788215,-0.21758449,-1.1218251,0.25462955,-0.24103475
-0.053677257,-0.3462223,0.27303132,0.009540301,0.15242484,-0.07184282,-0.41301945,-0.4527771,0.12554406,0.42467856,-0.7403223,0.19713326,-0.009932635,-0.9402948,-0.18344288,0.079127304,-0.20667806,-0.2932694,-1.1845318,0.24262957,-0.22543289
-0.46111023,-0.062243626,-0.21402349,0.052947387,0.031867966,-0.06932663,-0.1427279,0.10230727,-0.11391249,0.44952047,0.25144947,-0.02760956,0.004967049,-0.46460563,-0.17777735,0.10542157,-0.046721194,-0.4897391,-1.1636244,-0.975174,-0.12550658
-0.040331464,0.4213105,0.7187523,-0.17691568,-0.15573907,-0.042220667,0.07471956,0.022513183,-0.12186237,0.15681742,-0.5997811,-4.9146404,-0.03287869,-0.62053835,-0.23923856,-0.39256945,-0.39323008,-0.15169895,0.1031886,0.17181435,-0.8205158
0.1288582,0.008549929,-0.082076676,0.007895835,0.111944675,-0.033896968,-0.08160074,-0.10314279,0.017225707,-0.3903828,-0.64320433,-4.665408,-0.038466677,-0.5419656,-0.35176483,0.089717485,-0.4042249,-0.15841386,0.08480543,0.17980038,-0.6987893
-0.17431325,0.051435173,-0.037229087,-0.002287167,0.072990224,-0.04188911,-0.3786995,-0.46897244,-0.008981151,-0.46871948,0.28091934,-0.13117866,-0.00015161926,-0.44559813,0.12353516,0.13867612,-0.002437903,-0.24402301,0.10642755,-1.0679132,-0.19893478
-0.9566095,-0.015177269,-0.003832156,-0.018547872,0.007878108,0.03922003,-0.055463977,-0.27950677,-0.043892317,-0.37451953,-0.7412762,-4.725935,-0.04827209,-0.57361436,-0.31425443,0.06655614,-0.38737738,-0.16638325,0.13722315,0.15377334,-0.7484953
0.005005235,0.45355427,-0.2902587,0.0008805739,0.003887153,-0.028297357,0.14217974,-0.006605494,-0.13058314,-0.25711375,0.24284957,-0.036471408,-0.09851607,-0.42620426,0.30057272,-0.69083524,0.08286058,-0.39222255,0.1126989,-0.8728225,-0.15765208
-0.062218796,-1.0330502,-0.3001386,-0.021439955,0.019403307,-0.04550931,-0.058076877,-0.03352852,0.3015126,0.17764695,-0.57683676,-4.4674873,-0.02514483,-0.5922209,-0.28565687,0.3618957,-0.7433421,-0.09577859,-0.58761954,0.17836668,-0.8033792
-0.06155371,-0.05353801,0.14095709,-0.021465847,-0.23217447,0.08206266,-0.12612835,0.018790573,0.0050264155,-0.43400145,-0.6313409,-4.7698917,-0.026788255,-0.56845635,-0.35846236,0.06427168,-0.47525758,-0.13949373,0.06477012,0.17556408,-0.76677096
-0.0572207,0.5255126,0.64313906,-0.1568191,-0.22523266,-0.039502,0.1296885,-0.120007716,-0.09266217,-0.45689994,-0.95334274,-0.36771238,-0.014172524,-0.5759588,0.2872373,-0.6455869,0.013007924,-0.36406484,0.15364441,0.17234276,-0.15675116
-0.19675191,0.3467681,-0.13205926,0.021285607,-0.18622904,0.15992063,-0.16587156,0.05439545,-0.16867314,-0.37266558,0.12042688,0.18281925,-0.07276513,-0.6704678,0.091777146,-0.5352336,-0.053265505,-0.4758608,0.11193089,-0.8978447,-0.6970534
0.27493128,-0.10200375,0.026544495,0.015847037,0.14491732,0.11269666,-0.14340483,-0.1555984,0.0904601,0.3153061,-0.5671143,-4.6091447,-0.032689713,-0.5369305,-0.38900042,0.06003104,-0.39426672,-0.13689713,-0.62938666,0.16943154,-0.7223289
-0.3218651,-0.758178,-0.29876593,0.010470069,-0.0077583566,-0.054242384,-0.45249555,-0.35621732,0.41989905,0.25553134,-0.810596,0.41644052,-0.013442692,-0.3547908,-0.037536837,0.45042914,0.04991529,-0.25039318,-1.0069478,0.2786353,-0.28644294
-0.031082405,-0.8066141,0.27560967,0.00047648937,0.11435487,-0.048326038,-0.0903885,0.0742828,0.4610189,0.13859561,-0.81784564,-0.3063801,-0.032986257,-0.7355906,0.15088704,0.44748354,-0.06325932,-0.4113963,-0.99729,0.17294283,-0.23430891
-0.12483231,-0.74709105,-0.23438106,0.049891867,0.0056600804,-0.04210047,0.07426363,-0.021377707,-0.20551845,-0.15759233,-0.79986507,-0.3368544,-0.11368056,-0.32368833,-0.10272663,0.6260615,-0.05608252,-0.3964563,0.12225342,0.23372732,-0.06324408
-0.4399883,-0.9529847,-0.5191524,0.08659229,0.054320928,0.030422023,-0.072287485,0.06002156,-0.085637845,-0.18263851,-0.644908,-4.4300933,-0.0069383197,-0.58609104,-0.31521338,0.37706754,-0.52043706,-0.18835299,0.095561214,0.17361201,-0.83589447
-0.05916673,0.36793548,-0.14480919,-0.0033646962,-0.1349641,-0.05321451,0.059983555,0.047290165,-0.2825223,-0.5252802,-0.963288,-0.2495893,-0.11661157,-0.44627386,0.32993004,-0.87109244,-0.11876003,-0.3795611,0.16305518,0.21780938,-0.16180162
-0.08530552,0.5246529,-0.16901484,0.038461428,0.08621332,0.14991346,0.030491516,-0.5077365,-0.056623362,-0.308753,0.26173502,-0.22088741,-0.021025833,-0.94939095,0.29812974,-0.6071323,-0.13896039,-0.6087428,0.2118656,-0.84170383,-0.11456185
-0.050001368,-0.9953563,0.2745937,-0.02470653,-0.20824961,-0.042150818,0.16279319,0.15962288,-0.077325344,-0.21686076,-0.64380336,-4.5913167,-0.003229273,-0.54090434,-0.411292,0.4162678,-0.58969057,-0.18532334,0.10363797,0.16267742,-0.82984143
0.066876866,0.47246188,-0.18806161,-0.08313247,-0.14169824,-0.07733628,0.00070184417,0.019758603,-0.037206106,-0.344074,-1.1735463,-0.42322126,-0.1581986,-0.39836878,0.2605089,-0.649357,-0.041985672,-0.5365958,0.21324673,0.1313053,-0.07054355
-0.10895513,-0.0149067985,-0.18626106,0.024049517,-0.09171806,0.058849886,0.1101025,-0.10803601,-0.12417117,-0.4066616,-0.6572492,-4.7649784,-0.03420693,-0.58789825,-0.30496037,0.06251784,-0.38863045,-0.14224519,0.08816174,0.17657837,-0.88285816
-0.15849479,0.40514514,0.45306852,-0.036938507,-0.10572133,-0.05025825,-0.16930504,0.051355533,-0.064686544,0.2563494,0.23387633,0.062112994,-0.014676165,-0.46816173,0.31805992,-0.6971975,-0.05253669,-0.26936492,0.17385799,-1.0668008,-0.17861576
-0.3475091,-0.84773105,-0.18639083,0.04215745,0.039684225,-0.032220475,-0.13354528,-0.061228205,0.14326768,-0.66552776,-0.91961294,0.08141221,-0.01147098,-0.67832285,-0.10429946,0.39403144,-0.16997647,-0.56172234,0.19229946,0.25565004,-0.21043769
-0.16629283,-0.053657692,-0.15415762,0.011502255,0.09929877,-0.02857765,-0.1211587,-0.390197,0.16380724,-0.43397352,-0.673947,0.502828,0.02700991,-0.08655674,-0.100092955,0.15397519,-0.26187244,0.12582254,0.13748346,0.2583791,-0.34374717
0.30532643,-0.003088157,0.16663612,0.020832554,0.16165303,0.1082501,-0.12819844,-0.109061904,0.000994146,0.34153178,-0.55375516,-4.591244,-0.048210032,-0.529125,-0.38984573,0.06454408,-0.40364864,-0.12640083,-0.6056896,0.16933279,-0.714808
-0.25453797,-0.01240225,-0.25275713,0.01056179,-0.022959108,-0.035171017,-0.0064904788,0.013424723,-0.10960771,0.28644317,-0.6502506,-4.4950643,-0.06582504,-0.6066531,-0.38658524,0.106223874,-0.39395213,-0.13437118,-0.6672809,0.16475452,-0.7284161
0.2739844,0.01796999,0.4270437,-0.019906824,-0.06205492,-0.0602671,0.015489016,0.06571731,0.020583266,0.2716905,-0.5672818,-4.6986895,-0.040159002,-0.5963856,-0.3793988,0.108529024,-0.40100968,-0.15998681,-0.66509175,0.16116922,-0.8092561
-0.17918167,-0.103939354,0.0011233586,0.021737212,0.019492703,-0.047450315,-0.19854407,-0.4488003,0.13978682,-0.634806,-0.69366384,-0.08683641,-0.013935631,-0.7325215,0.08413658,0.11253476,0.015269117,-0.35930446,0.24281868,0.257702,-0.17781769
-0.031294532,0.45956662,-0.25109792,0.00038510078,-0.1519439,-0.052034598,0.006244309,0.07074362,-0.021547964,-0.46515462,-0.8498724,-0.5560058,-0.5459225,-0.2767547,0.24912219,-0.6075717,0.051317982,-0.4716528,0.13771473,0.23074466,0.15644506
-0.24268202,-0.5493648,-0.06350508,0.011361754,-0.019230735,-0.03245778,0.03618312,-0.15119742,-0.18498318,-0.48866135,-0.9756199,0.107962675,-0.12524916,-0.33414996,-0.18328491,0.13177572,-0.1010191,-0.3884074,0.16742364,0.25901634,-0.11813038
0.034798764,0.3393928,-0.22821385,0.039235886,0.16052711,-0.03895865,0.05417479,0.014181634,-0.23066512,0.37362134,-0.5318441,-4.6612716,-0.0144088045,-0.60096616,-0.22715591,-0.46552896,-0.4728173,-0.22401093,0.13274138,0.18746163,-0.86813784
-0.33322725,-0.96261626,0.14679068,-0.03187155,-0.2267602,0.10927651,-0.2827485,-0.25887173,0.3078087,0.18941712,-0.5655352,-4.321717,-0.01572571,-0.48364818,-0.34498373,0.3826101,-0.70116353,-0.10342763,-0.5666691,0.17284103,-0.6989167
-0.104745574,0.4760398,0.18324861,-0.022840755,-0.22106259,0.070992045,0.02583162,0.044876926,-0.01928967,-0.38353324,-0.792782,-0.21175668,-0.1474057,-0.35962123,0.08607612,-0.73896605,0.043800946,-0.48232096,0.15841667,0.22069363,-0.17092918
0.1756627,-0.08590974,-0.097971536,0.013567272,0.1392875,0.0655386,-0.08090359,-0.056116894,-0.007991,-0.30999818,-0.68186015,-1.01869,0.059620615,-0.7657381,-0.022410763,0.06030036,0.025317566,-0.47484687,0.1289363,0.21837929,-0.8446984
-0.34653667,0.53787595,-0.07623644,0.03809615,-0.023382131,0.05018261,-0.05015267,-0.03820362,-0.22073041,-0.2805049,-0.71462595,-4.3317313,-0.059063848,-0.61886364,-0.2544278,-0.45245287,-0.43491668,-0.16101599,0.1174842,0.17280021,-0.7497257
-0.09692599,-1.1621912,-0.123798884,0.013445377,-0.05193217,-0.05403595,-0.069453575,-0.08262806,0.30707967,0.24309933,-0.58292943,-4.4332166,0.0096309595,-0.5374404,-0.35092133,0.41192174,-0.7489593,-0.12246667,-0.60354954,0.18324678,-0.76199776
0.14504483,0.52072334,-0.07720023,0.0123392735,0.09459162,0.09208385,0.0048651556,-0.099272296,-0.07049677,-0.39263517,-0.6251798,-4.493246,-0.06378228,-0.6335464,-0.34465823,-0.40896246,-0.44579697,-0.15724476,0.0316069,0.18603419,-0.7780665
0.05680063,-0.008417387,0.1196712,-0.3098592,-0.19908713,-0.04841738,0.10761244,0.009986189,-0.17813964,-0.21120302,-0.630269,-4.611013,-0.039411105,-0.5564263,-0.45461172,0.1296613,-0.37403074,-0.14354225,0.09486868,0.17242084,-0.9133569
-0.14749959,-0.027297534,0.008627558,0.01922568,-0.2281999,0.08560864,-0.18068565,0.093103334,0.03330309,0.5095295,0.38438752,0.030170089,-0.016310649,-0.43324655,0.077027045,0.1161099,-0.002371417,-0.43376985,-1.1517482,-1.0158726,-0.14811434
-0.050632305,0.5015212,-0.3570048,0.021223426,0.033489384,0.0689015,-0.027354985,0.08807963,-0.54241925,-0.19078003,-0.64485335,-4.189532,-0.07076628,-0.53901815,-0.27338767,-0.41199356,-0.3864418,-0.1781985,0.051602736,0.1917549,-0.6877782
0.079839095,0.46654555,-0.6248245,0.02851444,0.1604181,0.1459736,-0.11627036,-0.12739956,0.105710156,0.534016,-0.71090335,0.01227033,-0.099420235,-0.55664426,0.26414958,-0.6422473,0.073545896,-0.29236773,-1.1008167,0.22401899,-0.39501995
-0.35698518,-0.09680098,-0.6909641,0.0322216,0.1351899,-0.13530593,0.039809857,-0.0041011325,-0.015492783,-0.33273444,-1.0992043,-0.44939184,-0.12720816,-0.58467686,-0.17785972,0.011069992,-0.013625313,-0.48361352,0.18675765,0.1079418,-0.82334775
0.23819382,0.013513623,0.05627013,0.009651382,0.0669059,-0.052181125,-0.075656034,-0.039275687,-0.07887399,0.31367156,-0.6244532,-4.586369,-0.046322085,-0.5206193,-0.37175214,0.09380478,-0.31644568,-0.18402573,-0.637943,0.19264813,-0.79573053
0.061115418,-0.5037543,-0.6905382,0.026784858,0.10403637,0.08971537,-0.24027936,-0.42936298,0.08143107,0.5439748,0.15798153,0.16130622,-0.064243376,-0.76586854,-0.20405449,0.0056640683,-0.057000343,-0.4978157,-1.173923,-0.82719874,-0.37983203
0.075052455,0.014457952,-0.7373428,0.03281943,0.03720335,0.12830904,-0.32159743,-0.17806926,0.00422587,0.6065372,-0.7011173,0.054565966,-0.035408027,-0.44655192,0.13191052,0.06832719,-0.08538725,-0.23431009,-1.1115952,0.2094383,-0.28038502
0.053946663,-0.058970284,-0.04489912,0.005685758,0.1064007,0.0755187,0.012975417,0.031145688,0.019649634,-0.2280129,-0.5752569,-4.6724243,-0.039303932,-0.60241157,-0.4034677,0.07796638,-0.41041666,-0.15980765,0.07340765,0.17691338,-0.85322595
-0.19167991,0.34899846,0.22214471,-0.026676072,-0.18044175,-0.046059173,-0.095471516,-0.09476557,-0.15386046,-0.6254619,-0.69181466,-4.5292106,-0.033004083,-0.57887125,-0.3803405,-0.43684274,-0.47201934,-0.22727184,0.10698539,0.17372526,-0.88735324
0.4160923,-0.7525959,0.14085762,0.08202129,0.06272904,-0.041849,-0.121653534,-0.02208719,0.126609,-0.38058317,0.2435632,0.17964117,-0.008150205,-0.46415913,-0.25181535,0.39503285,-0.08432485,-0.3230166,0.06819842,-1.0835891,-0.21024498
-0.07699964,0.41642833,-0.14211692,-0.17681892,-0.32428038,-0.06360031,-0.1924943,0.12086292,-0.010306095,-0.43427935,0.3377449,-0.06783843,-0.03466858,-0.4734367,0.33354363,-0.6127985,0.040687613,-0.54473364,0.14048095,-1.0685883,-0.16048554
-0.09155272,-0.09097168,-0.26113394,0.016531197,-0.23595667,0.08148353,-0.17177361,-0.114774525,0.004585857,-0.3577057,0.28467834,-0.40272245,-0.03121187,-0.50379,-0.2893091,0.06720052,0.023499303,-0.6501965,0.15859485,-0.998371,-0.19008532
0.13948579,-0.2258986,-0.24444175,0.006878642,-0.14995651,0.10940263,-0.1772871,-0.2226507,0.07802113,0.28431293,-0.7154799,-4.555997,-0.02392925,-0.55369246,-0.32520398,0.02095741,-0.390253,-0.123480655,-0.5993703,0.13892877,-0.5480994
-0.5227654,-0.031241164,0.13344204,0.038250197,0.032691225,0.08016731,-0.12725058,-0.12943356,-0.029603211,0.4376952,0.27348068,0.05430853,0.0047237272,-0.41747406,-0.1494276,0.09975543,-0.05097751,-0.28151578,-0.98790085,-1.0443156,-0.2131581
0.27418548,-0.7486869,0.65424395,-0.02299625,-0.19126064,0.039734278,-0.18081884,-0.16551049,-0.15678228,-0.38565764,0.3845179,-0.22046156,-0.05303047,-0.40546393,-0.087392494,0.40332368,-0.064408176,-0.36035898,0.11942468,-0.9236683,-0.3131096
-0.20748764,-0.82950926,0.2896454,-0.02581142,-0.13839677,0.056171224,0.07445456,0.03435771,-0.25333956,0.04629369,-1.0454867,-0.6711764,-0.21114919,-0.32977274,0.06729352,0.4250118,-0.007139745,-0.39976567,0.20107968,0.16318747,-0.02831217
-0.039054245,-0.048101522,-0.19015469,0.018649021,-0.07926036,-0.03732599,0.12934269,0.10232948,-0.011040585,-0.47028577,0.35108602,-0.1165025,0.0075700367,-0.749324,-0.056792676,0.13715798,-0.11984931,-0.450918,0.15181667,-0.9150724,-0.13768303
-0.2768708,0.3471701,-0.43848297,0.040246826,0.13413008,-0.0704363,-0.054505426,-0.010007098,-0.059275717,0.29730532,-0.56960374,-4.330648,-0.02596531,-0.5954787,-0.3069137,-0.4136009,-0.4279878,-0.1945701,-0.64945155,0.17776829,-0.8281651
0.045803383,0.49901575,0.16669989,-0.36931124,-0.18840508,-0.08493347,0.009025171,-0.08061056,-0.20618916,0.47133434,0.41531882,0.22093388,-0.114998214,-0.3061584,0.10694263,-0.77121663,-0.107062414,-0.49485606,-1.1350428,-0.94076353,-0.086126514
0.030294143,-0.56272626,-0.59622556,0.030659521,0.15143417,0.046105124,-0.0595222,-0.0056031365,-0.08222612,-0.3803724,0.2733001,-0.12281275,-0.5521744,-0.658088,-0.10193466,-0.010008174,-0.14418112,-0.22653748,0.107724406,-0.915927,0.20427436
-0.12546185,-0.12345237,-0.12052888,0.01365624,0.008282452,-0.026864683,-0.15708579,-0.031352676,-0.11730489,0.29292542,-0.5905024,-4.339738,-0.055681724,-0.49186182,-0.40547177,0.080999486,-0.38424653,-0.123789705,-0.6147857,0.1912737,-0.6848756
0.17089888,-0.54439116,0.096328735,-0.20540892,-0.1731605,-0.04800629,0.1286866,0.1480703,0.014618591,-0.38626513,-0.9494618,0.15661967,-0.06793305,-0.61232865,-0.31176877,0.5688314,-0.0026587008,-0.24172063,0.15598914,0.1648265,-0.086850315
-0.44001946,-0.1277763,-0.007189292,0.030700855,0.05975815,0.04695658,-0.1489067,-0.41561732,-0.007818098,0.33504117,0.26136318,0.111891806,0.009012621,-0.3772066,0.24494441,0.07977897,-0.0052606342,-0.5793049,-1.192564,-0.9240179,-0.23088358
-0.18995786,-0.55225927,-0.4101399,0.042923465,0.06280649,0.0348881,-0.04860592,-0.056313157,-0.23601906,-0.28972495,-0.6166864,-4.568583,0.097772814,-0.57663643,-0.34098077,0.5857632,-0.3914379,-0.1905834,0.08491371,0.18324102,-0.79071563
-0.11273298,-0.7193775,0.0028740475,0.013914747,0.09485479,0.18282439,-0.46542856,0.07292332,0.2723194,0.095828004,0.21098058,0.20748043,-0.040662464,-0.6564461,-0.32928964,0.61406857,-0.120326154,-0.24275805,-0.87533396,-0.9195187,-0.30416945
-0.10826959,-0.21839899,-0.3210955,0.012996555,-0.0250928,-0.021844178,0.09106816,-0.4455819,-0.28720218,-0.4763487,0.26472178,-0.06595408,0.0017488244,-0.65586084,-0.096550465,0.13304299,-0.103881486,-0.49206966,0.13803494,-0.9308457,-0.11044204
0.4031418,-0.39259437,-0.08399784,-0.17616145,-0.26713884,-0.028442398,-0.16166721,0.08509889,-0.06108285,-0.5746261,0.37126413,0.06487449,-0.008598637,-0.595117,-0.11346038,0.044237543,-0.16562104,-0.48438686,0.14916696,-0.96138644,-0.15634504
0.11776538,-0.2848532,0.24039607,-0.037550874,0.009277839,-0.041361194,-0.088020466,0.006771318,-0.03817083,-0.43235856,-0.64157414,-4.727556,-0.029848555,-0.54956394,-0.35593036,0.05735659,-0.40648955,-0.1548886,0.11007304,0.17552306,-0.75987005
0.20805694,0.42497796,-0.11169364,-0.05924643,-0.21183547,-0.031211816,0.17565432,0.06533294,-0.15800138,-0.41259128,-1.1648782,-0.23117183,-0.018445253,-0.66614085,0.34645307,-0.6309506,0.055154677,-0.46118847,0.18978466,0.14974608,-0.092408426
-0.20401675,-0.0069735274,0.41920894,0.0069177276,0.12766366,-0.13002174,-0.080403045,0.05601568,0.086652584,0.45745185,-0.68797636,0.11055694,-0.09939905,-0.48147196,0.111905344,0.12158635,0.15879619,-0.49242073,-1.0383384,0.20861024,-0.835441
0.07945403,0.39422804,-0.51904505,0.028707668,0.07099205,0.052500017,0.032743435,0.02998479,-0.5825535,-0.40662125,0.2792061,-0.06246968,-0.5266978,-0.5188714,0.32626325,-0.5584445,0.12782882,-0.29313394,0.10432544,-0.8675088,0.082171634
0.08464991,0.4203736,0.7102089,-0.15324551,-0.17602257,-0.08349882,0.029729912,-0.016005263,-0.07842469,0.41725853,-0.632313,-4.757142,-0.043587886,-0.6186808,-0.3610371,-0.3882437,-0.35688007,-0.10506399,-0.6171001,0.16628423,-0.89277905
-0.1494968,-0.019015849,0.3157736,-0.03477942,-0.12750947,-0.044099323,-0.15527394,0.040548082,-0.0419591,0.12351204,0.12269122,-0.60898376,0.14023654,-0.3151635,0.23008154,0.12138512,0.002394897,-0.20091699,0.14867009,-0.7864498,-0.8675038
-0.64593154,-0.57643735,-0.45961237,0.03800566,0.104620405,-0.04519318,-0.14602183,0.036642626,-0.18296379,-0.29721707,-1.0745646,-0.54342127,-0.0473378,-0.29253054,-0.11650519,-0.010214927,-0.053925056,-0.49075848,0.22571449,0.2825062,-0.15320039
-0.49436802,-0.11805942,-0.09276427,0.018616531,-0.03100068,-0.0571737,-0.09082784,-0.037335828,0.16272552,-0.30637094,-0.7522598,-0.3949957,-0.66330993,-0.6830018,-0.051684942,0.09205607,-0.028072739,-0.35016048,0.18815124,0.28284246,-0.04233268
-0.2787683,-0.86319363,-0.13215104,0.041327335,0.030031139,-0.081743,-0.00951456,0.29477254,0.40767482,0.15504538,-0.72448593,0.24963443,-0.07105215,-0.7698063,-0.14831226,0.42255685,0.1301045,-0.46609083,-0.97817963,0.19116552,-0.48158196
-0.03325511,0.013149694,-0.098025344,0.038598526,-0.015524967,0.046690993,-0.15864511,-0.18785644,-0.122714944,-0.16885191,-0.5820618,-4.529121,-0.048364237,-0.48219958,-0.2947383,0.0966742,-0.38761276,-0.17000219,0.06361305,0.18709452,-0.7324108
-0.23353152,0.4756841,0.009530575,0.030140627,0.075358465,0.092267066,-0.28604352,-0.37464574,0.01837286,0.5489409,0.09223519,0.041331228,-0.016297882,-0.7718208,0.28875753,-0.5505195,-0.0972076,-0.52145016,-1.1596596,-0.89342725,-0.2696819
0.20921598,0.5635861,0.7416112,-0.15379998,-0.14502212,-0.06532601,0.023838105,-0.10875306,-0.04527005,0.32242766,-0.6349847,-4.533058,-0.046433024,-0.54493773,-0.30534527,-0.3690687,-0.35276094,-0.120591484,-0.54360443,0.1717012,-0.79117256
-0.19865212,-0.6323412,-0.29742625,0.05265994,0.07295745,-0.07172248,-0.036261775,0.016173234,-0.053473804,-0.3558862,0.33220246,-0.054077767,-0.56823885,-0.47253746,-0.11699363,0.57625335,-0.0048586624,-0.5414677,0.105327405,-0.90016216,-0.10159156
0.0962588,0.30386102,0.11591675,-0.018510045,-0.19746007,0.111168,0.027509382,0.016432682,-0.4701717,-0.21178931,-0.8564377,-4.479235,-0.018120548,-0.68119836,-0.29221815,-0.45335495,-0.4049374,-0.19002973,0.08649745,0.14321192,-0.74730325
-0.40023747,0.6311311,0.502624,-0.31391567,-0.18259871,-0.09117528,0.1509383,0.07047789,-0.012510192,0.5608432,0.29699042,-0.35331124,-0.011193712,-0.6521389,0.30690816,-0.6507662,-0.010551632,-0.22252561,-1.0803385,-0.9085701,-0.10007703
0.2926526,0.035396308,0.4413513,-0.022556983,-0.06350158,-0.04299264,0.013513779,0.070351854,-0.003281894,-0.3813275,-0.5966146,-4.808208,-0.037341177,-0.57609564,-0.36605313,0.11001657,-0.43697226,-0.18390584,0.08690219,0.16407719,-0.81959677
-0.179634,-0.010740697,0.33650815,-0.044639368,-0.13980399,-0.024118973,0.051925965,0.041669223,-0.1380164,-0.43691808,0.3342998,0.09913855,-0.13128452,-0.3955504,-0.09048158,0.17227785,-0.092469186,-0.3870366,0.15439902,-0.8814004,-0.049696796
0.21536016,0.49009734,-0.028171642,0.03311303,0.097558394,0.055591166,-0.12569162,-0.3246188,-0.06932333,-0.5343927,0.0756344,-0.5553305,-0.04770987,-0.58943653,0.19113906,-0.58323234,-0.12555324,-0.5222756,0.1400316,-0.9914001,-0.19939026
-0.39235798,-0.7825252,-0.4975622,0.044885095,0.06666813,0.048289046,-0.26449183,0.102342,0.14074042,-0.49383774,0.335756,0.06964453,-0.007568854,-0.6511325,-0.07420219,0.37566948,-0.13713847,-0.496644,0.13938676,-1.0303395,-0.21929996
0.06748798,0.44139397,-0.5234509,0.034471802,0.12856877,-0.07050417,-0.1361805,-0.11333246,-0.20286225,0.48097387,0.24261284,-0.093034275,-0.027066378,-0.5392332,0.28669113,-0.61820805,0.016200671,-0.4520517,-1.0903082,-1.0833541,-0.16654022
-0.055980537,-0.069873385,-0.08241617,0.007532072,0.06170729,0.08076392,-0.039451152,0.040417396,-0.10090983,-0.35015303,0.20627251,-0.31855872,-0.5854682,-0.7262535,0.043312974,0.07339324,-0.03314857,-0.18721601,0.14328563,-0.9002097,0.12499932
-0.1058418,0.49399158,-0.107366145,-0.00034078743,-0.09096412,-0.10430323,-0.14082053,0.062296685,-0.051729508,0.46803033,-0.89680034,-0.0752206,0.0012720968,-0.3982218,0.30895406,-0.7052058,-0.12775509,-0.28893924,-1.0993795,0.23826031,-0.23132807
0.1951479,0.3443306,0.35032845,-0.02442124,-0.12021506,-0.065836415,0.009122706,0.04551295,-0.07398837,-0.40051606,-0.67629147,-4.595574,-0.050961144,-0.5951186,-0.36917683,-0.44822592,-0.48483583,-0.22638555,0.04491573,0.16593584,-0.84455067
-0.018188216,0.40719852,-0.5002248,0.03152038,0.14001527,0.13156055,-0.0746221,-0.019947698,0.010454053,0.3589052,-0.5789534,-4.6167903,0.0149322115,-0.6163203,-0.30063993,-0.37233707,-0.45285672,-0.16189551,-0.5929096,0.17933895,-0.6244946
-0.54353267,-0.3510038,-0.73163426,0.027448684,0.12175325,-0.09932344,-0.1146699,0.053536225,0.087274924,0.51593375,0.17668943,0.20726652,-0.01896753,-0.60317713,-0.1617659,0.044661548,-0.25370246,0.004352901,-1.1287546,-0.9746699,-0.28578714
-0.21123224,-0.11784636,-0.1252021,0.031896118,0.007566552,-0.025175508,-0.036117654,-0.014962093,-0.17006269,0.38055068,-0.6326681,-4.417164,-0.05085733,-0.5791069,-0.3100461,0.07968226,-0.37832585,-0.1319678,-0.5483491,0.17054169,-0.6719621
-0.033165023,0.36877853,1.0088712,-0.14402695,-0.18312477,-0.07609957,-0.07897993,-0.118812025,-0.016999746,0.47046468,0.23861752,0.17312476,-0.5735988,-0.5092782,0.15767846,-0.4974502,-0.022833059,-0.18965907,-0.9757394,-1.006354,0.11273715
-0.010276921,0.35565057,-0.084457316,0.0934854,0.019166242,-0.066428185,0.06704327,0.03751608,-0.07415054,-0.3146909,-0.6518115,-4.4588704,-0.07074254,-0.6184745,-0.24590665,-0.44812542,-0.42021772,-0.17857547,0.112426855,0.17510273,-0.9035005
0.0003982091,-0.05769713,-0.09215705,0.018770166,-0.041442737,-0.03232903,0.06210564,0.086385086,-0.1163074,-0.44239554,0.35492694,-0.20636722,-0.1419765,-0.3964582,-0.056987304,0.16371816,-0.02387973,-0.31934673,0.136525,-0.92207146,-0.08611248
-0.026148396,0.4678576,0.1450749,-0.024704214,-0.16246201,0.12640454,0.022776186,0.0016449338,-0.07571116,-0.40339506,-0.6367776,-4.827073,-0.031817403,-0.61507165,-0.30152538,-0.41095155,-0.41722533,-0.19526762,0.09189753,0.16740178,-0.75144476
