V005,V012,V021,V023,V024,V025,V106,V190,V201,V212,V312,V511,V632,V701,V730,Respondent's Current Age,age_dif,age_dif_cat,Teenage Pregnancy (Age at 1st Birth),Contraceptive Use,contra_decision3
-0.013762002,0.42540142,0.011031361,0.041091066,0.038283635,0.105987005,-0.12724473,-0.22204489,0.017898712,0.36599073,-0.59111416,-4.404899,-0.054458585,-0.5194883,-0.3094158,-0.37616804,-0.39908248,-0.16998282,-0.60677826,0.1950158,-0.67267746
0.28094852,-0.080432124,-0.05899627,0.08288589,0.016636508,0.043124348,0.21182665,0.07637137,-0.035727493,-0.23036231,0.14607197,0.33521655,-0.105963245,-0.3117144,-0.07945499,0.14604872,-0.12715694,-0.36425346,0.09674951,-0.9167772,-0.11063472
-0.027210368,0.351658,-0.21615787,0.009237041,-0.14960712,0.08385596,-0.0034420833,0.011212504,-0.02364749,-0.46323127,-0.7528381,-4.885323,-0.013089539,-0.6142707,-0.26630756,-0.41021845,-0.41990903,-0.15066485,0.08752144,0.1729515,-0.83796304
-0.09293282,0.3932635,-0.071414374,0.03851724,-0.089522175,0.084318034,-0.0985284,-0.09283305,0.0007801514,-0.23058024,-0.609583,-4.6220713,-0.027897403,-0.5477621,-0.29560646,-0.38542756,-0.4228581,-0.18022728,0.09523084,0.18331552,-0.7381283
0.033268623,0.36823317,-0.03037314,0.00077033095,0.13248499,-0.13462627,-0.0856548,0.035011217,0.017718107,0.46057263,-0.821677,0.055135984,-0.6578193,-0.38756123,0.4086256,-0.5734352,-0.000648428,-0.47044146,-1.0488131,0.28204298,0.06467085
-0.31023636,0.43568304,0.60363805,-0.17254506,-0.16695887,-0.04795156,0.021149518,-0.06975144,-0.09291346,-0.351778,-0.6573479,-4.7964582,-0.03071589,-0.61025983,-0.263375,-0.39262336,-0.4241519,-0.16670571,0.087124236,0.17299429,-0.83760244
-0.48914784,0.03668384,-0.061042156,0.037551366,-0.099118024,0.02947331,-0.1298817,-0.28347534,-0.117096804,-0.49099493,-0.9727761,-0.15731485,0.01214469,-0.63182265,0.3818607,0.09190825,0.047857217,-0.51722646,0.16283953,0.1887603,-0.2538403
-0.056534518,-1.0538511,-0.11669122,0.032456923,0.0427366,0.07294338,-0.029875102,-0.11014996,0.3061114,0.15941219,-0.57346606,-4.4759784,-0.018040515,-0.57577556,-0.35983995,0.36934486,-0.76311165,-0.13564225,-0.5565393,0.18942796,-0.72724164
-0.31606513,-0.44692048,-0.59626096,0.028262932,0.14689304,0.103413515,0.02710789,0.006062198,-0.045638297,0.29090318,-0.6244475,-4.3574553,0.003292835,-0.67593575,-0.33437175,0.013712199,-0.42692232,-0.12741867,-0.58156055,0.16348717,-0.7346204
-0.24539371,0.37635884,0.10880995,-0.028501846,-0.19901584,-0.060696896,-0.2685205,-0.031900473,0.04830455,0.42319605,-0.49611536,-1.3014123,-0.037714712,-0.7100214,1.7553966,-0.57075167,0.03685448,-0.24645384,-0.7736644,0.30863082,-0.24469934
0.08777827,-0.811892,-0.0073200143,-0.059079077,-0.053861003,-0.044103555,-0.15216227,0.121272855,0.41739836,0.1624931,-0.7151144,0.1929214,-0.12744306,-0.15661302,-0.24877805,0.4163851,0.031384885,-0.4115958,-1.0054293,0.29175708,-0.22878335
-0.18709314,0.39901865,0.15079881,-0.033908416,-0.13735896,-0.07257044,0.020776708,0.012883646,-0.064796805,-0.24381624,-0.618681,-4.2968845,-0.06113135,-0.5988928,-0.3139545,-0.45080805,-0.4289739,-0.15464865,0.09643184,0.16493602,-0.7833885
-0.2830764,0.50107366,-0.18709737,0.042478945,0.05834051,-0.08010619,-0.04525977,-0.06203017,-0.0621606,0.26694846,-0.64549434,-4.352891,-0.038986,-0.58914703,-0.30613157,-0.42095384,-0.405969,-0.16170944,-0.6431727,0.17967522,-0.7868935
